AGE;GENDER;DOMAIN;PhD;YEARSEXP;UNIVERSITY;UOC_POSITION;OTHER_POSITION;OTHERSTATUS;USERWIKI;PU1;PU2;PU3;PEU1;PEU2;PEU3;ENJ1;ENJ2;Qu1;Qu2;Qu3;Qu4;Qu5;Vis1;Vis2;Vis3;Im1;Im2;Im3;SA1;SA2;SA3;Use1;Use2;Use3;Use4;Use5;Pf1;Pf2;Pf3;JR1;JR2;BI1;BI2;Inc1;Inc2;Inc3;Inc4;Exp1;Exp2;Exp3;Exp4;Exp5
39;1;1;0;7;1;6;1;6;0;2;3;3;5;5;2;5;5;3;3;3;4;1;?;?;1;2;3;3;5;5;5;1;1;1;2;2;2;3;4;4;5;2;2;5;5;5;5;2;3;5;1;3
41;1;1;1;2;1;6;2;?;1;3;3;4;5;5;4;3;5;3;4;3;3;4;3;4;3;2;2;3;4;4;4;2;2;4;2;3;3;4;3;5;4;4;4;5;3;5;3;4;4;4;4;2
41;1;1;0;6;1;6;2;?;0;3;2;3;4;4;4;2;2;2;2;2;3;1;1;2;1;2;4;2;5;5;5;1;1;2;2;2;2;3;1;4;2;2;2;4;3;3;4;1;1;1;1;1
42;1;6;0;6;1;6;2;?;0;1;3;3;4;4;1;4;2;4;3;2;4;3;1;5;1;1;2;?;5;5;5;1;1;2;2;5;2;2;2;3;2;2;1;2;5;2;4;2;4;4;1;5
31;1;4;0;1;1;6;2;?;0;4;4;3;4;4;4;4;4;3;3;4;3;3;3;2;2;3;3;3;3;3;3;3;3;2;2;3;2;4;4;3;3;3;3;4;4;4;4;3;3;3;3;3
43;1;1;1;20;1;6;1;2;0;2;3;3;5;3;4;1;5;2;4;2;5;4;5;2;1;1;2;1;5;5;5;1;2;1;1;2;5;3;5;5;5;1;1;3;1;4;2;2;2;2;1;2
32;1;4;0;4;1;6;2;?;0;2;3;2;5;4;2;2;4;2;2;2;4;2;2;3;1;2;3;3;4;4;5;1;1;1;1;2;2;3;1;2;1;2;1;5;5;5;5;?;3;4;1;1
52;1;5;0;7;1;6;2;?;0;4;4;4;4;4;3;4;3;3;3;2;4;3;3;3;1;3;4;3;4;3;4;1;2;2;2;3;1;2;1;4;4;3;3;5;5;5;?;2;2;2;1;1
33;1;1;0;10;1;6;2;?;1;3;4;4;5;5;4;4;4;4;4;3;5;4;4;5;2;1;3;2;5;5;5;2;1;4;4;4;2;3;3;4;4;4;4;4;3;3;3;3;5;5;3;4
45;1;6;1;20;1;6;1;?;0;4;4;4;4;4;3;4;?;4;4;4;2;4;4;3;3;4;3;3;4;4;4;4;2;4;4;4;2;2;3;3;3;4;4;4;3;4;3;4;4;4;3;2
54;1;1;1;4;1;6;2;?;0;1;1;2;5;3;5;3;3;2;3;3;1;1;2;4;1;1;3;1;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;4;2;4;4;1;1;3;1;1
38;1;6;0;7;1;6;1;7;0;4;3;3;1;1;2;2;2;3;3;4;4;3;3;3;4;4;4;4;3;2;2;5;4;4;4;4;4;4;3;3;3;4;4;1;2;2;2;3;3;2;5;4
40;1;5;1;17;1;6;1;2;0;2;2;2;3;3;3;2;3;2;3;2;5;3;3;3;1;1;4;1;4;4;4;1;1;1;1;2;3;3;4;4;4;2;2;4;2;4;3;2;2;3;2;2
37;1;6;1;6;1;6;1;7;0;3;3;4;4;4;3;4;4;3;3;3;4;3;3;4;2;2;2;2;4;5;5;3;3;3;2;3;1;4;3;2;3;3;4;3;5;5;5;4;5;5;1;2
39;1;6;0;10;1;6;2;?;1;3;3;5;2;2;3;4;3;3;4;2;3;4;4;4;4;3;4;4;4;4;5;4;2;3;3;3;1;3;3;2;2;5;5;5;3;5;4;5;5;5;2;4
42;1;6;1;19;1;6;1;2;0;3;2;3;5;5;3;4;4;2;2;4;3;3;2;2;1;3;2;4;3;2;3;3;1;1;1;3;1;1;1;2;3;2;2;2;2;2;2;2;3;3;1;2
36;1;6;1;12;1;6;1;4;0;2;2;2;5;4;4;4;4;3;4;3;5;3;2;2;1;2;3;3;5;5;5;1;1;1;1;3;2;1;3;2;2;2;2;4;2;4;4;1;1;4;1;2
39;1;6;1;12;1;6;1;6;0;2;3;3;4;3;?;4;4;2;4;3;4;2;3;?;1;2;4;3;5;5;5;1;1;1;1;4;1;2;2;5;4;3;3;5;4;3;3;2;3;4;1;1
34;1;2;0;5;1;6;2;?;0;3;3;3;4;4;3;4;4;4;4;4;3;4;3;3;1;3;4;3;5;5;4;1;1;2;2;3;1;1;2;4;3;2;2;4;3;3;4;1;3;3;1;1
42;1;1;0;14;1;6;2;?;0;4;4;5;5;4;3;5;4;4;4;4;2;4;?;?;1;3;4;?;4;5;5;3;1;?;?;3;2;4;?;4;?;3;3;5;5;4;5;4;4;4;1;1
48;1;5;0;6;1;6;2;?;0;3;2;3;5;5;2;3;3;4;4;3;3;2;3;2;2;2;2;3;4;4;5;3;3;2;2;4;2;2;1;3;4;3;3;5;2;2;2;4;4;4;1;2
42;1;5;0;3;1;6;2;?;0;4;4;4;5;5;3;4;5;3;4;3;5;4;4;3;2;2;5;2;5;5;5;1;1;2;2;3;2;4;1;5;5;4;3;5;3;4;5;1;4;5;1;1
36;1;1;0;4;1;6;2;?;0;3;3;3;3;3;3;3;3;?;?;?;?;?;?;?;1;2;4;2;4;5;5;1;1;1;1;2;3;4;2;4;3;1;1;3;3;3;3;1;1;1;1;1
52;1;1;0;2;1;6;?;?;0;2;2;2;3;4;4;3;3;2;2;2;5;2;3;3;?;2;4;4;4;5;5;1;1;2;2;3;5;5;5;5;5;2;3;4;4;4;4;2;3;3;3;5
28;1;4;0;1;1;6;2;?;0;3;3;3;5;4;4;4;4;3;3;3;3;3;3;4;3;4;4;4;4;4;4;3;3;2;4;4;3;5;2;5;5;3;3;4;3;3;4;3;3;3;3;2
56;1;6;0;8;1;6;1;7;0;3;4;4;5;5;3;4;4;3;4;4;2;3;2;3;2;2;4;2;3;4;4;2;3;3;3;3;2;2;2;4;4;4;4;5;5;5;5;?;2;4;1;2
37;1;3;0;8;1;6;2;?;0;3;3;3;4;3;2;3;3;3;3;3;5;3;3;3;2;2;3;2;4;4;4;2;2;3;2;2;2;4;2;4;4;3;3;3;3;3;3;3;3;2;2;3
39;1;5;0;?;1;6;2;?;1;4;2;2;5;4;3;3;4;3;3;2;5;2;3;3;1;1;4;2;4;5;5;1;1;3;2;4;2;3;3;4;?;2;2;5;5;5;5;1;3;4;1;2
45;1;6;0;15;1;6;1;7;0;2;1;2;4;4;4;3;3;3;3;4;3;1;2;2;2;2;2;2;4;4;4;2;1;2;2;3;2;3;2;4;4;3;3;5;5;5;5;2;3;2;1;1
31;1;5;0;4;1;6;2;?;0;3;4;5;5;5;2;4;4;3;4;3;3;2;1;2;1;2;3;4;5;5;5;2;1;4;5;2;2;5;4;4;2;3;3;?;?;?;?;5;5;5;1;1
36;1;6;0;10;1;6;1;6;0;2;2;2;5;5;2;2;3;4;4;2;4;4;?;?;1;2;2;2;4;3;3;1;1;1;1;2;1;3;3;4;?;1;1;5;4;5;5;1;3;4;1;1
55;1;1;0;15;1;6;2;?;0;3;4;3;4;4;4;4;4;3;3;3;3;3;3;3;3;2;3;3;4;4;4;3;3;3;3;4;1;2;2;4;4;3;4;4;3;4;3;3;4;4;2;5
45;1;1;0;3;1;6;2;?;0;2;2;2;5;5;5;5;5;2;2;5;2;2;2;5;2;2;4;3;5;5;5;2;?;2;2;2;4;5;1;5;3;2;2;5;5;5;5;2;2;2;2;4
48;1;6;1;23;1;6;1;2;0;2;3;2;5;4;3;1;3;4;4;4;5;2;1;3;1;1;5;1;4;4;5;1;1;1;1;1;1;1;1;2;2;3;1;2;5;5;5;1;3;4;1;1
38;1;6;1;12;1;6;1;4;0;4;4;3;4;2;4;2;4;2;4;2;2;2;4;4;2;2;4;2;5;4;5;1;1;2;2;4;2;3;2;3;4;4;3;4;5;4;4;2;4;4;1;2
32;1;1;0;6;1;6;1;4;0;4;4;5;5;5;?;3;4;4;4;4;2;3;4;3;3;1;1;?;4;4;4;3;3;4;3;4;2;4;4;2;2;3;5;5;4;5;4;4;4;5;1;5
30;1;1;1;4;1;6;2;?;0;3;3;4;5;2;4;4;4;3;3;3;4;3;3;3;1;1;2;5;5;5;5;3;1;1;1;3;1;3;1;5;3;5;5;5;5;5;5;3;5;5;1;1
28;1;1;0;2;1;6;2;?;0;3;3;3;4;4;5;4;4;3;4;3;3;3;3;3;1;1;3;2;3;3;3;2;1;1;2;1;3;1;1;?;?;?;?;?;?;?;?;3;4;4;2;1
33;1;6;0;6;1;6;2;?;1;3;4;3;4;4;4;4;4;3;3;2;5;3;3;5;4;4;4;4;4;4;4;3;2;3;3;4;4;3;3;3;3;3;3;4;4;4;4;3;5;4;3;2
39;1;6;0;1;1;6;2;?;1;5;5;5;4;4;4;3;3;4;5;4;3;4;4;5;4;5;5;4;5;4;5;2;3;4;4;5;4;5;4;4;4;4;4;4;4;3;3;3;4;4;3;4
32;1;1;0;6;1;6;2;?;0;2;3;5;5;3;3;4;4;2;3;2;2;2;2;3;1;1;1;1;4;4;4;2;2;2;2;5;2;2;1;3;3;2;3;5;2;2;5;4;5;5;1;2
50;1;1;1;27;1;6;1;2;0;2;2;3;5;4;3;4;4;4;4;3;4;3;2;4;1;2;2;2;5;5;4;2;1;1;1;2;1;4;1;4;3;2;2;5;5;5;5;?;2;4;1;1
38;1;3;0;7;1;6;2;?;0;4;4;4;4;4;3;3;5;3;4;4;3;3;4;5;2;3;2;3;4;5;4;1;4;3;3;4;4;4;3;5;4;4;5;4;2;5;3;3;4;2;1;4
42;1;4;1;20;1;6;1;2;0;2;2;3;4;4;3;3;3;2;3;2;3;2;2;3;2;1;3;2;4;3;4;2;1;2;2;3;1;3;2;3;2;2;2;3;3;3;3;2;3;2;1;1
50;1;1;1;11;1;6;2;?;0;1;2;2;5;5;?;4;4;2;2;2;2;1;?;?;1;1;?;?;5;5;4;1;1;1;1;1;1;4;4;3;3;2;?;5;5;5;5;2;2;?;1;2
36;1;6;0;3;1;6;2;?;1;4;3;4;5;5;5;5;5;4;4;4;3;4;5;5;3;4;5;4;5;5;5;4;2;4;4;4;4;4;2;5;4;5;5;4;4;3;3;4;5;5;4;1
42;1;5;1;15;1;6;1;6;0;3;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3
35;1;6;0;4;1;6;1;7;0;5;5;4;5;4;2;4;4;4;3;3;5;3;?;?;2;3;3;4;4;3;5;2;2;3;3;5;?;3;2;4;4;4;4;4;5;5;3;5;5;5;1;2
42;1;6;1;4;1;6;2;?;0;2;2;3;4;4;3;3;2;3;4;3;3;3;3;3;1;1;2;3;5;5;5;1;1;1;2;?;1;3;1;5;3;3;2;5;5;5;5;3;3;4;1;4
33;1;6;0;4;1;6;2;?;0;3;2;3;5;5;4;4;4;3;3;3;2;2;2;3;1;2;3;2;4;4;5;1;1;1;1;3;4;4;2;4;4;2;2;4;2;2;4;2;4;4;2;1
31;1;5;0;4;1;6;1;6;0;2;3;2;3;3;3;4;4;2;3;2;5;1;3;3;1;1;2;2;4;4;4;1;2;2;2;2;2;3;3;5;5;4;3;3;5;5;3;2;2;4;2;2
38;1;1;0;1;1;6;2;?;0;4;2;3;3;4;3;5;5;3;5;2;3;3;?;?;2;2;4;4;5;5;5;2;1;2;3;5;1;1;2;4;4;3;3;5;5;5;5;4;5;5;1;5
41;1;1;1;18;1;6;1;2;0;2;3;3;5;1;?;4;3;1;2;1;1;?;3;?;1;2;4;?;4;5;5;2;2;2;2;3;3;3;2;?;?;?;?;?;?;?;?;1;2;2;3;1
31;1;3;0;7;1;6;1;7;0;3;4;3;4;4;2;4;4;3;3;2;2;?;2;3;1;2;2;2;4;4;3;1;1;2;2;2;1;1;1;3;3;2;2;2;2;2;2;1;2;3;1;1
32;1;5;1;8;1;6;1;5;0;3;2;3;4;4;3;5;4;3;3;3;4;3;2;3;1;2;3;3;4;4;3;1;1;1;2;2;1;3;1;3;2;1;1;4;3;4;3;3;4;4;1;1
46;1;1;0;5;1;6;2;?;0;1;2;2;5;5;3;1;5;3;3;1;5;3;2;3;1;2;2;1;5;5;5;1;1;1;1;3;1;3;1;1;1;3;3;1;1;2;1;1;3;3;1;1
41;1;6;1;14;1;6;1;7;0;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3
31;1;1;0;4;1;6;2;?;1;2;2;3;4;4;3;3;4;3;4;3;5;3;3;3;2;3;4;3;3;3;3;1;1;2;2;3;1;2;1;2;1;1;1;3;3;3;3;2;2;4;2;1
35;1;5;1;8;1;6;1;4;0;3;2;3;5;3;2;4;4;3;3;3;3;4;3;1;1;2;2;2;4;4;5;2;1;1;3;2;3;2;3;1;3;2;3;5;2;2;5;4;4;4;1;5
44;1;5;1;20;1;6;1;3;0;4;2;3;5;5;4;5;5;2;3;3;2;2;2;2;1;2;1;2;2;3;5;2;2;2;1;1;3;2;2;2;1;2;2;3;3;3;3;2;3;2;2;2
39;1;5;0;16;1;6;2;?;0;2;3;2;4;4;?;5;5;3;3;2;5;1;2;2;1;1;2;1;5;4;5;1;1;1;1;2;1;1;1;3;2;3;3;4;3;5;5;1;2;2;1;1
32;1;6;0;7;1;6;2;?;0;2;3;4;5;5;3;5;4;5;5;5;2;5;3;3;1;1;1;3;5;5;4;3;1;3;2;3;1;3;2;1;1;2;2;5;5;4;5;4;5;5;1;1
52;1;1;0;9;1;6;2;?;0;3;5;5;5;5;4;5;5;4;?;3;3;2;4;4;5;2;2;3;5;5;5;3;3;5;5;5;4;5;4;4;4;4;4;5;5;4;5;5;5;5;2;4
48;1;6;0;5;1;6;2;?;0;3;3;3;5;5;5;4;5;4;4;3;3;3;2;3;2;2;2;2;3;4;5;3;2;1;1;4;1;2;1;5;5;3;3;4;4;4;4;3;3;3;1;5
31;1;3;1;4;1;6;2;?;0;3;2;3;4;4;3;3;4;3;4;3;4;3;3;3;1;2;4;3;4;4;4;1;1;1;1;3;1;1;1;3;4;3;2;4;3;5;3;1;1;1;1;1
34;1;1;1;6;1;6;2;?;0;3;2;5;4;5;5;5;5;3;4;3;4;3;3;3;1;2;2;2;5;5;5;3;2;1;1;3;2;3;2;2;2;3;3;5;4;4;4;4;4;4;2;1
46;1;1;0;4;1;6;2;?;1;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;4;4;3;3;2;3;4;4;4;4;3;3;4;3;4;3;4;3;4
39;1;6;1;14;1;6;1;2;0;2;2;2;5;5;4;4;4;2;4;2;5;2;4;4;2;2;2;2;4;2;5;2;2;2;2;2;2;4;4;3;1;2;3;4;4;4;5;2;4;4;2;2
30;1;3;0;3;1;6;1;7;1;4;3;4;5;5;4;5;4;4;4;4;2;4;?;4;3;3;5;4;4;4;5;4;4;5;4;4;2;4;3;4;?;4;4;5;4;?;5;4;4;4;3;4
36;1;6;1;13;1;6;1;7;0;3;3;4;5;4;?;3;4;4;4;3;?;?;?;?;1;3;4;2;5;5;5;3;1;3;3;2;2;1;1;3;3;3;3;5;4;4;4;4;5;5;1;1
45;1;3;1;4;1;6;2;?;0;3;3;3;4;2;2;4;4;3;2;2;3;2;3;3;3;3;3;3;4;4;4;3;3;3;3;4;3;2;3;3;3;3;3;5;5;5;5;4;4;4;3;3
33;1;6;0;1;1;6;2;?;0;4;3;4;4;4;3;3;4;4;4;3;5;3;4;3;4;4;4;2;5;5;5;3;1;4;4;3;3;5;3;5;5;4;4;4;4;4;4;4;4;5;1;5
44;1;6;0;5;1;6;1;6;0;2;2;2;5;5;4;4;5;3;3;3;4;2;3;3;2;2;4;3;5;5;5;2;2;3;3;3;2;5;4;3;3;3;?;5;5;5;5;3;3;4;2;3
40;1;6;0;4;1;6;1;7;0;4;3;3;5;5;5;4;4;4;4;4;3;4;4;3;4;3;5;5;5;5;5;4;3;2;2;4;2;4;5;5;5;4;5;5;3;5;4;4;5;5;1;1
43;1;1;0;5;1;6;2;?;1;?;?;2;5;4;?;1;?;2;2;2;4;?;?;?;1;?;4;?;4;4;4;1;1;1;?;1;1;2;2;4;4;1;1;?;?;?;4;2;2;2;1;4
31;1;6;1;5;1;6;1;7;0;4;4;4;4;4;4;4;4;3;4;3;3;3;4;4;2;3;4;4;5;5;5;2;4;3;3;3;2;2;3;3;3;3;3;5;5;5;4;3;3;4;1;4
33;1;1;1;4;1;6;1;7;0;2;4;5;5;5;3;5;5;4;3;4;2;3;3;4;1;2;4;2;4;4;4;1;4;3;2;4;3;2;3;4;4;3;4;4;3;3;3;3;4;5;2;4
38;1;1;0;4;1;6;2;?;0;4;4;4;3;4;3;4;4;5;5;5;2;4;4;4;2;3;3;4;3;2;2;1;1;1;2;5;1;1;4;2;2;5;4;5;1;1;2;2;2;4;2;1
43;1;5;1;17;1;6;1;2;0;3;3;3;4;3;?;3;4;3;3;3;3;?;?;?;1;?;?;?;?;4;4;1;1;2;2;?;1;1;1;?;?;?;?;?;?;?;?;2;4;4;1;?
31;1;2;0;3;1;6;2;?;0;2;2;3;5;4;3;4;4;3;3;2;5;3;3;3;4;3;4;3;4;5;4;1;1;3;3;3;1;3;1;5;4;3;3;4;3;3;3;2;3;2;1;1
41;1;5;1;15;1;6;1;2;0;2;2;2;4;2;2;3;2;2;2;2;5;3;2;3;1;2;4;2;4;2;4;2;2;2;2;2;2;2;2;2;2;2;2;4;5;4;3;2;2;2;2;2
54;1;5;0;20;1;6;1;2;0;2;3;3;4;4;2;3;3;3;3;2;4;3;2;2;1;1;4;3;5;5;4;2;1;2;2;2;2;2;2;5;4;3;3;5;5;5;5;3;4;4;1;1
38;1;6;1;11;1;6;2;?;0;2;2;2;5;3;2;2;5;2;2;2;5;2;2;2;1;1;1;1;3;2;2;1;1;1;1;2;2;2;1;?;?;2;2;2;3;3;3;2;4;4;1;1
52;1;1;0;5;1;6;1;5;1;3;3;4;5;5;1;3;3;3;3;3;3;3;3;1;1;3;4;4;5;4;5;1;1;3;3;4;1;2;1;3;4;2;1;3;3;4;4;2;4;5;1;3
33;1;6;0;4;1;6;2;?;0;2;2;2;3;3;3;3;3;3;3;2;4;3;2;2;1;2;3;3;4;5;5;1;1;2;2;3;3;4;5;1;2;3;3;3;3;3;3;3;3;2;2;3
35;1;6;0;1;1;6;1;6;0;3;3;3;5;?;3;5;5;3;2;?;4;3;3;3;1;3;4;3;4;3;5;1;1;2;3;2;5;5;3;3;3;3;3;3;3;3;3;2;4;5;1;2
40;1;5;0;5;1;6;2;?;0;3;3;3;3;3;3;3;3;4;4;4;4;3;3;3;3;2;3;2;5;5;5;?;4;3;2;?;4;4;2;5;?;3;3;3;3;3;3;4;4;4;4;4
48;1;1;0;4;1;6;2;?;0;3;3;3;4;4;?;3;4;3;4;3;4;3;3;?;2;2;4;?;4;5;5;1;1;3;3;3;1;3;3;4;?;?;?;5;4;5;4;3;3;2;1;2
39;1;3;0;4;1;6;2;?;0;3;3;3;5;5;3;3;4;1;4;3;3;3;2;3;3;3;3;3;3;3;3;1;1;3;3;3;1;3;1;5;5;1;3;5;5;5;5;2;2;2;1;4
49;1;1;0;3;1;6;2;?;0;4;4;5;5;5;2;5;3;4;4;4;2;3;3;3;3;3;4;3;4;5;5;1;1;3;1;4;1;3;2;3;3;3;3;4;2;2;3;3;2;3;1;5
33;1;6;1;7;1;6;1;7;0;3;2;2;5;4;4;5;2;2;2;1;5;3;2;1;1;2;2;1;4;4;4;1;1;2;1;2;4;4;3;1;1;1;1;3;1;2;4;2;2;1;1;3
35;1;6;0;4;1;6;2;?;0;3;3;2;5;4;2;4;4;5;5;4;3;3;2;2;1;2;2;2;3;4;4;1;1;1;1;3;5;3;1;5;4;2;2;5;5;5;5;2;4;4;1;1
44;1;1;0;4;1;6;2;?;0;5;5;5;5;5;3;5;5;4;4;3;3;3;3;3;3;4;4;3;4;4;5;3;1;3;3;4;3;3;3;5;3;3;3;3;3;5;3;5;5;5;1;3
45;1;1;0;20;1;6;1;6;0;3;3;3;5;5;3;4;5;5;5;5;?;5;3;3;3;3;5;3;5;5;5;1;1;4;5;5;5;3;1;5;3;4;3;5;5;5;5;3;5;5;1;5
43;1;1;0;0;1;6;2;?;0;2;2;3;3;?;2;2;2;3;3;3;4;3;2;3;3;2;2;3;3;2;2;1;3;2;3;2;2;3;4;4;3;3;4;3;3;3;4;3;3;3;3;4
35;1;1;0;3;1;6;2;?;1;2;?;4;4;4;3;4;3;4;4;3;3;4;4;4;4;3;3;2;4;4;4;4;1;4;3;4;5;5;1;4;4;3;4;4;3;?;4;4;4;4;5;1
29;1;6;0;1;1;6;2;?;0;5;1;5;5;5;5;3;3;4;5;4;4;5;1;3;3;3;4;3;5;5;5;5;4;5;5;5;3;5;5;4;4;5;5;5;5;5;5;5;5;5;1;2
35;1;6;0;4;1;6;1;6;0;4;4;4;5;?;4;4;4;4;4;4;3;4;2;3;3;4;4;5;5;4;5;2;2;4;4;4;4;5;3;5;5;4;4;5;5;5;5;4;4;5;2;3
41;1;4;0;3;1;6;2;?;1;5;3;5;5;5;5;3;5;3;3;2;4;4;3;3;4;4;4;1;5;5;5;4;3;4;3;3;5;5;5;5;5;3;4;5;5;2;2;4;4;4;3;5
48;1;1;1;21;1;6;2;?;0;2;2;2;3;3;4;4;4;2;2;3;4;3;3;3;1;1;3;2;5;5;5;1;1;3;2;2;5;5;5;5;4;3;3;3;4;3;4;3;3;2;1;4
35;1;6;0;2;1;6;2;?;0;4;4;4;5;4;4;4;5;3;4;2;4;2;4;4;2;2;2;2;4;5;5;1;1;2;2;4;3;2;2;5;5;3;3;5;5;2;5;2;2;4;1;5
48;1;1;1;3;1;6;2;?;0;3;3;4;3;3;1;2;2;3;3;2;3;3;3;2;3;3;3;2;3;3;3;3;4;3;2;3;1;1;1;4;?;3;3;?;3;4;3;3;4;4;1;2
37;1;1;0;6;1;6;1;6;0;3;3;3;5;5;?;4;4;4;4;4;2;3;?;?;2;3;?;?;5;5;4;2;1;3;?;5;1;2;1;4;?;3;3;4;4;3;3;4;4;4;1;4
33;1;6;0;6;1;6;1;7;1;3;4;4;5;5;5;3;5;2;3;2;3;1;3;4;1;2;4;4;5;5;5;2;1;3;5;3;2;2;4;3;4;3;2;4;4;2;5;2;4;5;3;3
36;1;5;0;11;1;6;1;6;0;3;3;3;3;3;3;3;3;3;3;3;4;4;3;3;1;3;4;3;3;3;3;1;1;1;1;3;1;2;2;3;2;2;2;3;3;4;4;1;1;1;1;1
40;1;5;0;10;1;6;2;?;0;4;4;4;5;5;3;5;4;3;3;3;3;2;4;4;4;4;4;4;5;5;5;3;3;4;4;5;4;4;4;5;4;4;5;4;4;5;4;4;4;4;3;5
31;1;3;1;7;1;6;2;?;0;3;4;4;5;5;?;5;5;4;4;5;3;4;?;?;2;3;4;3;4;4;5;3;1;3;4;3;1;4;2;4;4;4;3;3;3;4;5;3;5;5;1;1
53;1;6;0;3;1;6;2;?;0;3;3;3;4;4;4;4;4;2;3;2;3;3;3;3;2;2;3;2;4;4;4;1;1;2;2;3;3;2;2;4;4;3;3;4;4;3;3;2;2;3;1;2
31;1;3;1;6;1;6;2;?;0;1;1;3;5;4;3;1;2;3;3;2;3;3;3;3;1;1;2;2;2;5;5;1;2;2;2;1;1;4;3;5;4;2;2;3;2;3;5;3;3;3;2;3
38;1;1;0;15;1;6;1;7;0;3;3;2;5;5;4;4;4;4;4;4;3;2;3;4;1;2;4;2;4;4;4;?;?;1;1;2;1;1;1;3;4;2;3;4;4;2;2;2;?;?;?;4
33;1;2;1;10;1;6;2;?;0;5;5;4;5;5;5;5;5;3;3;3;3;2;2;3;1;1;4;2;4;5;5;1;1;1;1;2;3;3;2;5;5;4;4;3;2;2;4;3;3;3;2;4
31;1;5;1;5;1;6;1;5;0;3;3;3;3;3;3;4;4;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;2;3;1;1;3;3;3;?;3;3;?;1;?;3;3;3;1
33;1;3;1;8;1;6;1;5;0;2;3;3;5;4;3;3;5;4;4;4;5;4;3;4;3;3;4;3;4;3;5;2;1;2;2;4;2;4;2;4;3;3;3;4;3;3;5;3;4;4;1;3
45;1;2;0;3;1;6;2;?;0;4;4;4;4;4;3;4;4;4;4;4;2;4;4;3;1;3;3;4;4;4;4;?;?;3;1;4;1;2;1;?;?;?;?;?;?;?;?;?;?;?;?;?
34;1;6;1;6;1;6;2;?;0;2;4;3;4;5;3;5;3;4;5;4;3;5;3;2;2;1;2;?;5;5;4;2;2;3;3;3;3;4;3;5;?;3;?;5;?;?;?;5;5;5;1;4
31;1;6;0;7;1;6;1;6;0;5;4;4;5;5;4;5;4;4;4;3;2;3;3;3;1;1;2;2;4;4;5;2;2;4;2;4;4;4;4;4;4;3;4;5;3;4;5;4;3;5;1;2
33;1;1;0;2;1;6;2;?;0;2;2;2;5;5;?;3;2;3;3;2;4;2;2;?;1;3;2;2;3;2;2;2;1;2;2;4;2;3;1;4;4;2;2;4;3;5;5;4;3;5;1;3
47;1;1;0;15;1;6;2;?;0;3;3;4;4;4;3;4;4;3;4;4;3;4;4;3;3;3;4;4;4;4;4;2;2;4;4;4;1;1;1;4;4;4;4;4;4;4;4;3;4;4;1;4
28;1;3;0;3;1;6;2;?;1;4;4;3;3;4;4;4;3;3;3;3;4;4;4;4;4;3;3;3;5;5;5;5;4;3;3;?;4;2;3;5;5;5;?;5;4;5;4;4;4;2;4;3
37;1;1;0;2;1;6;2;?;0;2;2;5;5;5;2;3;?;5;4;4;?;4;2;4;?;2;4;3;3;5;5;1;1;1;1;?;1;1;1;5;4;2;2;4;4;4;3;1;1;5;1;4
35;1;6;0;5;1;6;2;?;0;4;4;4;4;4;3;4;4;3;4;3;4;4;3;3;3;4;3;3;4;4;4;3;3;4;4;3;2;4;2;4;4;4;4;4;3;3;3;3;3;2;2;3
47;1;6;0;3;1;6;1;6;0;3;2;3;4;4;3;2;3;3;3;2;2;3;3;3;2;2;4;3;4;4;4;2;2;2;2;3;2;2;3;3;2;2;2;3;3;2;2;2;3;3;1;3
35;1;1;0;2;1;6;2;?;0;5;5;5;5;5;5;5;5;5;5;5;3;5;3;3;5;5;3;3;5;5;5;3;1;5;5;5;5;5;3;3;3;5;5;5;5;3;3;5;5;5;1;5
44;1;3;0;15;1;6;2;?;0;2;2;2;4;2;2;1;2;1;1;1;5;1;2;2;1;2;2;2;3;1;4;1;1;1;1;4;1;1;1;5;3;3;3;5;5;5;5;1;3;3;1;1
35;1;6;0;2;1;6;2;?;0;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;2;2;3;3;4;4;5;2;2;3;3;4;4;4;3;3;3;3;4;5;3;3;?;3;3;3;2;2
27;1;1;1;1;1;6;1;6;0;2;2;4;3;3;?;2;3;2;2;2;2;2;2;3;2;2;4;4;4;3;3;2;1;2;3;3;2;2;4;3;2;2;2;2;2;3;3;4;4;4;1;2
54;1;3;0;2;1;6;2;?;0;3;2;3;4;4;3;4;4;2;3;2;3;3;3;3;3;2;3;4;4;4;4;3;1;4;4;3;2;2;2;5;4;3;3;3;3;4;3;4;4;4;2;3
39;1;6;0;1;1;6;2;?;0;5;5;5;5;5;3;5;5;3;4;4;3;4;3;3;2;3;3;3;5;5;5;1;1;3;3;5;2;3;2;4;4;4;4;5;5;5;3;4;4;4;1;1
30;1;6;0;2;1;6;2;?;1;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;2;2;3;2;2;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4
