Order No,User Id,Vehicle Type,Platform Type,Personal or Business,Placement - Day of Month,Placement - Weekday (Mo = 1),Placement - Time,Confirmation - Day of Month,Confirmation - Weekday (Mo = 1),Confirmation - Time,Arrival at Pickup - Day of Month,Arrival at Pickup - Weekday (Mo = 1),Arrival at Pickup - Time,Pickup - Day of Month,Pickup - Weekday (Mo = 1),Pickup - Time,Arrival at Destination - Day of Month,Arrival at Destination - Weekday (Mo = 1),Arrival at Destination - Time,Distance (KM),Temperature,Precipitation in millimeters,Pickup Lat,Pickup Long,Destination Lat,Destination Long,Rider Id,Time from Pickup to Arrival
Order_No_13849,User_Id_1500,Bike,3,Business,22,3,12:30:43 PM,22,3,12:31:26 PM,22,3,12:40:07 PM,22,3,12:42:06 PM,22,3,12:59:03 PM,9,23.3,,-1.2638185,36.7930057,-1.3004062,36.829741,Rider_Id_161,1017
Order_No_7857,User_Id_928,Bike,3,Business,30,4,4:02:32 PM,30,4,4:04:05 PM,30,4,4:11:02 PM,30,4,4:18:43 PM,30,4,4:36:55 PM,8,,,-1.2551895,36.7822034,-1.2937193,36.8236214,Rider_Id_491,1092
Order_No_8132,User_Id_2982,Bike,3,Business,19,2,4:11:54 PM,19,2,4:12:07 PM,19,2,4:24:27 PM,19,2,4:25:48 PM,19,2,5:10:55 PM,13,30,,-1.3071640,36.8347807,-1.2210156,36.855674,Rider_Id_448,2707
Order_No_24004,User_Id_1552,Bike,1,Personal,28,5,11:14:10 AM,28,5,11:14:42 AM,28,5,11:40:42 AM,28,5,11:46:26 AM,28,5,12:06:23 PM,3,25.3,,-1.2755029,36.813658,-1.2610283,36.7936286,Rider_Id_844,1197
Order_No_7169,User_Id_3560,Bike,3,Business,4,1,3:45:12 PM,4,1,3:53:52 PM,4,1,4:04:05 PM,4,1,4:14:52 PM,4,1,4:34:53 PM,11,,,-1.2283403,36.8822756,-1.2793950,36.825364,Rider_Id_942,1201
Order_No_13530,User_Id_3560,Bike,3,Business,9,3,1:01:53 PM,9,3,1:04:26 PM,9,3,1:32:36 PM,9,3,1:35:23 PM,9,3,2:15:35 PM,9,25.5,,-1.2793950,36.825364,-1.2413316,36.8785525,Rider_Id_436,2412
Order_No_13098,User_Id_636,Bike,1,Personal,7,4,3:09:30 PM,7,4,3:14:41 PM,7,4,3:37:40 PM,7,4,3:54:43 PM,7,4,4:35:55 PM,15,20,,-1.2245407,36.7583778,-1.3034735,36.7986213,Rider_Id_808,2472
Order_No_15485,User_Id_20,Bike,3,Business,5,5,8:25:44 AM,5,5,8:26:14 AM,5,5,8:39:08 AM,5,5,8:45:29 AM,5,5,9:16:29 AM,14,19.9,,-1.2629666,36.8068369,-1.3278522,36.8711134,Rider_Id_99,1860
Order_No_23352,User_Id_2666,Bike,3,Personal,28,4,9:55:51 AM,28,4,9:56:32 AM,28,4,10:25:06 AM,28,4,10:31:27 AM,28,4,11:19:01 AM,16,,,-1.2859912,36.8756811,-1.2615888,36.7928732,Rider_Id_906,2854
Order_No_9802,User_Id_635,Bike,3,Business,12,5,3:55:33 PM,12,5,3:58:01 PM,12,5,4:07:19 PM,12,5,4:31:04 PM,12,5,4:55:35 PM,10,,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_25,1471
Order_No_3272,User_Id_1051,Bike,3,Business,29,1,11:20:33 AM,29,1,11:21:17 AM,29,1,11:21:25 AM,29,1,11:28:38 AM,29,1,12:00:23 PM,21,,,-1.2963097,36.7688221,-1.3160977,36.9131642,Rider_Id_397,1905
Order_No_7909,User_Id_3125,Bike,1,Personal,29,3,3:07:30 PM,29,3,3:09:02 PM,29,3,3:18:18 PM,29,3,3:22:56 PM,29,3,3:42:01 PM,8,19,,-1.2672213,36.8275035,-1.3068448,36.8348641,Rider_Id_423,1145
Order_No_16406,User_Id_646,Bike,3,Personal,15,1,1:58:50 PM,15,1,1:59:12 PM,15,1,2:02:00 PM,15,1,2:06:51 PM,15,1,2:42:30 PM,6,,,-1.2951264,36.798382,-1.2665327,36.8108799,Rider_Id_195,2139
Order_No_2496,User_Id_3283,Bike,3,Business,8,6,12:36:26 PM,8,6,12:37:30 PM,8,6,12:56:13 PM,8,6,1:04:33 PM,8,6,1:22:46 PM,14,20,,-1.2289110,36.881876,-1.2628473,36.781805,Rider_Id_8,1093
Order_No_25082,User_Id_635,Bike,3,Business,2,4,12:28:44 PM,2,4,1:13:15 PM,2,4,1:37:47 PM,2,4,1:39:48 PM,2,4,2:07:17 PM,7,,,-1.3081376,36.8329772,-1.2705336,36.7943509,Rider_Id_106,1649
Order_No_16653,User_Id_2956,Bike,3,Business,4,3,10:33:53 AM,4,3,10:34:18 AM,4,3,10:42:11 AM,4,3,11:00:39 AM,4,3,11:39:50 AM,17,17.1,,-1.3165542,36.700067,-1.2584143,36.8048002,Rider_Id_636,2351
Order_No_5921,User_Id_3291,Bike,3,Business,16,4,3:11:42 PM,16,4,3:12:17 PM,16,4,3:25:17 PM,16,4,3:33:58 PM,16,4,3:46:04 PM,6,,,-1.3180620,36.849326,-1.3316190,36.847976,Rider_Id_910,726
Order_No_6333,User_Id_2174,Bike,3,Business,27,3,10:05:22 AM,27,3,10:05:53 AM,27,3,10:05:59 AM,27,3,11:06:26 AM,27,3,11:22:33 AM,14,26.2,,-1.2482781,36.884092,-1.2637360,36.780353,Rider_Id_86,967
Order_No_4805,User_Id_2150,Bike,3,Business,10,3,10:51:20 AM,10,3,10:51:52 AM,10,3,10:52:28 AM,10,3,11:24:05 AM,10,3,11:31:55 AM,12,27.9,,-1.3316190,36.847976,-1.3444460,36.756597,Rider_Id_459,470
Order_No_20786,User_Id_142,Bike,3,Business,28,2,2:04:22 PM,28,2,2:04:22 PM,28,2,2:08:00 PM,28,2,2:45:53 PM,28,2,4:35:31 PM,11,23.3,,-1.2963097,36.7688221,-1.2568865,36.7945489,Rider_Id_71,6578
Order_No_21584,User_Id_12,Bike,3,Business,9,3,11:02:34 AM,9,3,11:19:30 AM,9,3,11:54:08 AM,9,3,11:55:10 AM,9,3,12:28:35 PM,9,25.1,,-1.2400210,36.84999,-1.2864963,36.8252086,Rider_Id_48,2005
Order_No_12049,User_Id_393,Bike,3,Business,26,2,12:33:32 PM,26,2,12:34:59 PM,26,2,12:35:03 PM,26,2,12:40:01 PM,26,2,12:57:03 PM,3,26.3,,-1.3167113,36.8301563,-1.3210541,36.8169608,Rider_Id_901,1022
Order_No_18021,User_Id_2457,Bike,3,Business,30,2,11:58:26 AM,30,2,12:00:57 PM,30,2,12:09:14 PM,30,2,12:12:19 PM,30,2,12:57:34 PM,8,22.5,,-1.2551895,36.7822034,-1.3025131,36.817387,Rider_Id_290,2715
Order_No_4617,User_Id_3051,Bike,3,Personal,27,3,11:59:33 AM,27,3,12:00:45 PM,27,3,12:08:34 PM,27,3,12:14:58 PM,27,3,12:26:21 PM,3,26.2,,-1.2702333,36.80065,-1.2736498,36.8061911,Rider_Id_228,683
Order_No_21300,User_Id_2595,Bike,1,Personal,29,5,5:56:38 PM,29,5,5:58:20 PM,29,5,6:19:50 PM,29,5,6:21:40 PM,29,5,7:06:39 PM,12,20.7,,-1.2851603,36.8249667,-1.2777824,36.8977804,Rider_Id_549,2699
Order_No_18230,User_Id_635,Bike,3,Business,17,4,12:48:02 PM,17,4,12:48:22 PM,17,4,12:54:42 PM,17,4,1:37:35 PM,17,4,2:08:13 PM,11,28.1,,-1.3081376,36.8329772,-1.2771412,36.766146,Rider_Id_936,1838
Order_No_1663,User_Id_1245,Bike,3,Business,26,2,12:31:59 PM,26,2,12:32:11 PM,26,2,12:34:53 PM,26,2,2:04:09 PM,26,2,3:04:23 PM,17,31.2,,-1.3009210,36.828195,-1.3198615,36.7110323,Rider_Id_459,3614
Order_No_17085,User_Id_393,Bike,3,Business,4,6,8:29:30 AM,4,6,8:45:06 AM,4,6,8:56:35 AM,4,6,9:07:32 AM,4,6,9:36:26 AM,14,15.6,,-1.3177547,36.8303703,-1.3063780,36.7519845,Rider_Id_345,1734
Order_No_24104,User_Id_1059,Bike,1,Personal,11,2,10:05:43 AM,11,2,10:07:17 AM,11,2,10:18:52 AM,11,2,10:23:45 AM,11,2,10:49:00 AM,11,18.4,1.9,-1.3303649,36.7260187,-1.2965670,36.7813901,Rider_Id_263,1515
Order_No_12957,User_Id_393,Bike,3,Business,8,1,12:28:01 PM,8,1,12:28:36 PM,8,1,12:39:17 PM,8,1,12:45:43 PM,8,1,1:13:38 PM,14,28.1,,-1.3167113,36.8301563,-1.2991441,36.7528804,Rider_Id_728,1675
Order_No_15344,User_Id_2167,Bike,3,Personal,16,2,8:48:27 AM,16,2,8:49:30 AM,16,2,9:14:25 AM,16,2,9:16:01 AM,16,2,9:38:08 AM,10,,,-1.3187647,36.8004283,-1.2625087,36.8263725,Rider_Id_933,1327
Order_No_2985,User_Id_3711,Bike,3,Business,25,5,10:32:47 AM,25,5,10:37:59 AM,25,5,10:45:53 AM,25,5,10:55:04 AM,25,5,11:53:21 AM,9,26.4,,-1.3025826,36.7670807,-1.2917680,36.8297208,Rider_Id_210,3497
Order_No_6918,User_Id_754,Bike,3,Business,10,3,1:01:48 PM,10,3,1:02:10 PM,10,3,1:08:12 PM,10,3,2:30:33 PM,10,3,2:38:18 PM,5,30.4,,-1.3173869,36.8112044,-1.2977387,36.8031447,Rider_Id_438,465
Order_No_6752,User_Id_893,Bike,3,Business,19,1,4:28:04 PM,19,1,4:28:21 PM,19,1,4:39:43 PM,19,1,4:44:35 PM,19,1,5:13:38 PM,11,23.7,,-1.2146739,36.8560568,-1.2641579,36.8216792,Rider_Id_685,1743
Order_No_19857,User_Id_265,Bike,3,Business,26,5,7:54:30 AM,26,5,7:54:58 AM,26,5,7:55:34 AM,26,5,8:36:50 AM,26,5,8:44:15 AM,5,,,-1.3273710,36.840591,-1.3009210,36.828195,Rider_Id_69,445
Order_No_21697,User_Id_1340,Bike,3,Business,1,1,8:35:43 AM,1,1,8:37:19 AM,1,1,8:44:01 AM,1,1,8:49:56 AM,1,1,9:01:57 AM,4,21.3,,-1.2707179,36.7979713,-1.2734594,36.8170558,Rider_Id_99,721
Order_No_24995,User_Id_1927,Bike,3,Business,2,6,11:20:52 AM,2,6,11:21:53 AM,2,6,11:59:04 AM,2,6,12:08:49 PM,2,6,12:46:14 PM,19,27.4,,-1.2927792,36.9053492,-1.3472066,36.7692638,Rider_Id_237,2245
Order_No_27717,User_Id_2314,Bike,2,Personal,4,1,10:58:39 AM,4,1,11:24:27 AM,4,1,11:45:54 AM,4,1,12:20:53 PM,4,1,12:49:00 PM,10,21.1,,-1.3406072,36.887746,-1.3107960,36.86283,Rider_Id_844,1687
Order_No_13097,User_Id_2801,Bike,3,Business,4,3,3:34:35 PM,4,3,3:36:49 PM,4,3,3:55:31 PM,4,3,4:13:04 PM,4,3,4:31:33 PM,6,18.3,,-1.2765492,36.7669809,-1.2885417,36.8100523,Rider_Id_101,1109
Order_No_17438,User_Id_432,Bike,3,Business,28,2,1:26:39 PM,28,2,1:28:35 PM,28,2,2:24:35 PM,28,2,2:43:53 PM,28,2,3:12:41 PM,12,23.6,,-1.2765736,36.8513646,-1.3012008,36.764868,Rider_Id_855,1728
Order_No_15507,User_Id_2330,Bike,3,Business,29,1,12:43:34 PM,29,1,12:43:53 PM,29,1,12:44:11 PM,29,1,1:01:36 PM,29,1,1:27:48 PM,13,,,-1.2890715,36.8157588,-1.2124582,36.802894,Rider_Id_812,1572
Order_No_21238,User_Id_2587,Bike,3,Business,12,5,3:04:04 PM,12,5,3:16:28 PM,12,5,3:52:00 PM,12,5,4:03:14 PM,12,5,4:17:04 PM,2,27.3,,-1.2908940,36.822971,-1.2887800,36.8168312,Rider_Id_656,830
Order_No_6897,User_Id_635,Bike,3,Business,5,5,1:04:37 PM,5,5,1:33:17 PM,5,5,2:00:55 PM,5,5,2:07:55 PM,5,5,2:18:33 PM,3,26.4,,-1.2534952,36.7825215,-1.2602337,36.7990548,Rider_Id_770,638
Order_No_4711,User_Id_3540,Bike,3,Personal,31,4,9:17:26 AM,31,4,9:17:37 AM,31,4,9:20:31 AM,31,4,9:26:40 AM,31,4,9:36:39 AM,6,20.4,,-1.2724792,36.7807386,-1.2950707,36.7917289,Rider_Id_379,599
Order_No_17614,User_Id_2528,Bike,3,Business,18,1,4:19:41 PM,18,1,4:21:19 PM,18,1,4:28:54 PM,18,1,4:36:16 PM,18,1,4:49:38 PM,3,28.9,,-1.2584143,36.8048002,-1.2551895,36.7822034,Rider_Id_763,802
Order_No_26432,User_Id_393,Bike,3,Business,15,1,11:40:29 AM,15,1,11:40:51 AM,15,1,11:41:11 AM,15,1,12:24:31 PM,15,1,12:47:18 PM,11,,,-1.3167113,36.8301563,-1.2638185,36.7930057,Rider_Id_935,1367
Order_No_10074,User_Id_2828,Bike,3,Business,13,5,1:29:56 PM,13,5,1:30:35 PM,13,5,1:32:15 PM,13,5,1:39:51 PM,13,5,1:51:36 PM,3,19.2,,-1.2584143,36.8048002,-1.2615888,36.7928732,Rider_Id_791,705
Order_No_15224,User_Id_3291,Bike,3,Business,7,5,12:03:05 PM,7,5,12:04:03 PM,7,5,12:12:53 PM,7,5,12:17:31 PM,7,5,12:40:00 PM,4,,,-1.2663631,36.8163329,-1.2600926,36.8088685,Rider_Id_27,1349
Order_No_10326,User_Id_2027,Bike,1,Personal,25,1,8:21:19 AM,25,1,8:22:09 AM,25,1,8:27:32 AM,25,1,8:29:29 AM,25,1,8:41:44 AM,8,15.2,,-1.2551895,36.7822034,-1.2962832,36.7849683,Rider_Id_379,735
Order_No_2996,User_Id_393,Bike,3,Business,26,3,10:22:08 AM,26,3,10:22:40 AM,26,3,10:40:53 AM,26,3,10:55:30 AM,26,3,11:06:24 AM,4,24,,-1.3177547,36.8303703,-1.3004062,36.829741,Rider_Id_731,654
Order_No_19816,User_Id_1113,Bike,1,Personal,24,5,6:19:10 PM,24,5,6:19:17 PM,24,5,6:27:20 PM,24,5,6:30:52 PM,24,5,6:56:36 PM,13,,,-1.2156006,36.8916865,-1.2669292,36.8118911,Rider_Id_384,1544
Order_No_9191,User_Id_265,Bike,3,Business,15,5,3:20:02 PM,15,5,3:30:06 PM,15,5,4:11:32 PM,15,5,4:27:40 PM,15,5,5:13:37 PM,24,18,,-1.2903933,36.6988935,-1.3009210,36.828195,Rider_Id_831,2757
Order_No_18840,User_Id_2154,Bike,3,Business,31,1,2:18:10 PM,31,1,2:22:56 PM,31,1,2:38:27 PM,31,1,2:40:09 PM,31,1,2:51:54 PM,4,23.7,,-1.2765736,36.8513646,-1.2911905,36.8226543,Rider_Id_26,705
Order_No_26227,User_Id_2412,Bike,3,Business,13,3,2:53:24 PM,13,3,3:41:09 PM,13,3,4:12:41 PM,13,3,4:46:51 PM,13,3,5:07:04 PM,14,26.2,,-1.2615888,36.7928732,-1.2285835,36.8826468,Rider_Id_411,1213
Order_No_13577,User_Id_246,Bike,3,Business,29,1,3:02:26 PM,29,1,3:02:31 PM,29,1,3:10:56 PM,29,1,3:14:13 PM,29,1,3:21:54 PM,1,24.6,,-1.2584143,36.8048002,-1.2597529,36.806629,Rider_Id_620,461
Order_No_1165,User_Id_3201,Bike,3,Business,6,2,2:02:03 PM,6,2,2:03:32 PM,6,2,2:03:40 PM,6,2,2:10:59 PM,6,2,2:14:10 PM,2,27.6,,-1.2527958,36.8003131,-1.2584143,36.8048002,Rider_Id_579,191
Order_No_21229,User_Id_432,Bike,3,Business,24,5,2:04:19 PM,24,5,2:10:50 PM,24,5,2:30:42 PM,24,5,2:49:35 PM,24,5,3:26:20 PM,8,22.9,,-1.2615888,36.7928732,-1.3012008,36.764868,Rider_Id_567,2205
Order_No_21517,User_Id_2474,Bike,1,Personal,4,4,1:52:08 PM,4,4,1:52:38 PM,4,4,2:04:50 PM,4,4,2:12:06 PM,4,4,2:31:44 PM,14,24.9,,-1.2780878,36.8469436,-1.2614838,36.7530984,Rider_Id_207,1178
Order_No_7920,User_Id_1245,Bike,3,Business,5,2,2:46:40 PM,5,2,2:47:30 PM,5,2,3:39:05 PM,5,2,4:19:33 PM,5,2,4:54:38 PM,17,,,-1.3009210,36.828195,-1.3198615,36.7110323,Rider_Id_654,2105
Order_No_9868,User_Id_1469,Bike,3,Business,15,3,9:31:15 AM,15,3,9:31:25 AM,15,3,9:31:29 AM,15,3,9:44:27 AM,15,3,9:56:49 AM,6,,,-1.2551895,36.7822034,-1.2654320,36.795034,Rider_Id_576,742
Order_No_4260,User_Id_2528,Bike,3,Business,9,2,9:37:50 AM,9,2,10:16:34 AM,9,2,10:24:35 AM,9,2,10:32:43 AM,9,2,11:00:26 AM,7,26.8,,-1.2551895,36.7822034,-1.2932780,36.827789,Rider_Id_709,1663
Order_No_9152,User_Id_20,Bike,3,Business,14,5,12:23:02 PM,14,5,12:24:03 PM,14,5,1:31:26 PM,14,5,1:32:35 PM,14,5,1:53:47 PM,8,23,,-1.3008826,36.8378114,-1.2680478,36.8013518,Rider_Id_567,1272
Order_No_26251,User_Id_3599,Bike,3,Business,25,6,11:09:21 AM,25,6,11:10:28 AM,25,6,11:44:27 AM,25,6,11:47:25 AM,25,6,12:49:57 PM,13,,,-1.3302996,36.8707935,-1.2713370,36.786712,Rider_Id_459,3752
Order_No_22493,User_Id_3283,Bike,3,Business,18,1,11:20:08 AM,18,1,11:20:28 AM,18,1,11:25:54 AM,18,1,11:43:22 AM,18,1,11:43:28 AM,7,26.8,,-1.3035960,36.778378,-1.2628473,36.781805,Rider_Id_919,6
Order_No_6826,User_Id_2350,Bike,1,Personal,18,1,12:38:46 PM,18,1,1:01:47 PM,18,1,1:22:08 PM,18,1,1:30:52 PM,18,1,1:52:28 PM,10,,,-1.2946287,36.7585367,-1.3114711,36.8088708,Rider_Id_898,1296
Order_No_21837,User_Id_105,Bike,1,Personal,27,1,3:26:42 PM,27,1,3:26:58 PM,27,1,3:43:16 PM,27,1,3:48:55 PM,27,1,5:07:39 PM,22,,,-1.2202661,36.7650838,-1.3291124,36.8701589,Rider_Id_361,4724
Order_No_7644,User_Id_2627,Bike,3,Business,24,5,3:36:56 PM,24,5,3:37:34 PM,24,5,3:47:33 PM,24,5,3:59:36 PM,24,5,4:04:10 PM,1,22.8,,-1.2571472,36.7950633,-1.2584143,36.8048002,Rider_Id_341,274
Order_No_16629,User_Id_2112,Bike,3,Business,24,6,2:48:54 PM,24,6,2:58:17 PM,24,6,3:32:35 PM,24,6,3:34:43 PM,24,6,4:12:40 PM,14,27.1,,-1.2075460,36.7913976,-1.2156006,36.8916865,Rider_Id_626,2277
Order_No_19422,User_Id_635,Bike,3,Business,12,5,10:30:14 AM,12,5,10:30:52 AM,12,5,10:31:58 AM,12,5,11:47:14 AM,12,5,12:04:50 PM,10,26.5,,-1.3081376,36.8329772,-1.2602337,36.7990548,Rider_Id_595,1056
Order_No_878,User_Id_3291,Bike,3,Business,19,2,12:30:47 PM,19,2,12:31:36 PM,19,2,12:36:18 PM,19,2,12:50:05 PM,19,2,12:57:04 PM,5,27.6,,-1.2628473,36.781805,-1.2600926,36.8088685,Rider_Id_147,419
Order_No_15023,User_Id_393,Bike,3,Business,26,2,2:31:22 PM,26,2,2:31:44 PM,26,2,2:34:36 PM,26,2,2:43:55 PM,26,2,2:56:19 PM,4,31.2,,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_519,744
Order_No_12841,User_Id_2066,Bike,3,Business,24,5,3:54:50 PM,24,5,3:55:08 PM,24,5,3:56:55 PM,24,5,3:58:57 PM,24,5,4:48:26 PM,9,23,,-1.3210189,36.8410551,-1.2846195,36.7958316,Rider_Id_233,2969
Order_No_17117,User_Id_2511,Bike,1,Personal,14,5,12:36:57 PM,14,5,12:38:05 PM,14,5,12:53:16 PM,14,5,12:55:29 PM,14,5,1:16:39 PM,5,24.6,,-1.2622055,36.7763428,-1.2661640,36.8004608,Rider_Id_453,1270
Order_No_17637,User_Id_2989,Bike,3,Business,7,3,10:20:38 AM,7,3,10:21:37 AM,7,3,10:35:23 AM,7,3,10:45:41 AM,7,3,11:14:50 AM,9,25.1,,-1.3030310,36.758577,-1.3472066,36.7692638,Rider_Id_548,1749
Order_No_6265,User_Id_2271,Bike,3,Business,2,4,3:35:51 PM,2,4,3:36:52 PM,2,4,4:22:01 PM,2,4,4:37:12 PM,2,4,5:05:19 PM,12,23.6,,-1.3316190,36.847976,-1.2935150,36.897607,Rider_Id_549,1687
Order_No_8900,User_Id_2829,Bike,3,Business,8,2,9:41:56 AM,8,2,9:42:04 AM,8,2,9:48:09 AM,8,2,9:53:03 AM,8,2,10:57:12 AM,21,19.1,,-1.2571472,36.7950633,-1.3562374,36.9042954,Rider_Id_379,3849
Order_No_4318,User_Id_2701,Bike,3,Business,17,4,5:13:42 PM,17,4,5:14:00 PM,17,4,5:18:44 PM,17,4,5:20:45 PM,17,4,5:58:51 PM,14,22.2,,-1.2793950,36.825364,-1.2600745,36.7226768,Rider_Id_207,2286
Order_No_20203,User_Id_1988,Bike,1,Personal,17,1,10:46:27 AM,17,1,10:46:33 AM,17,1,10:52:21 AM,17,1,11:03:13 AM,17,1,11:31:56 AM,12,25.1,,-1.2839763,36.7603106,-1.2725144,36.8272178,Rider_Id_45,1723
Order_No_24992,User_Id_3283,Bike,3,Business,14,4,12:18:55 PM,14,4,12:28:06 PM,14,4,12:39:04 PM,14,4,12:45:17 PM,14,4,1:03:05 PM,7,23.7,,-1.3035960,36.778378,-1.2628473,36.781805,Rider_Id_290,1068
Order_No_16799,User_Id_2147,Bike,3,Personal,20,1,1:26:59 PM,20,1,1:28:11 PM,20,1,2:02:46 PM,20,1,2:09:47 PM,20,1,3:17:23 PM,21,,,-1.2575690,36.842164,-1.3334681,36.7116093,Rider_Id_155,4056
Order_No_3797,User_Id_2982,Bike,3,Business,4,2,2:27:55 PM,4,2,2:44:16 PM,4,2,2:49:44 PM,4,2,3:36:59 PM,4,2,4:39:03 PM,8,22.5,,-1.3009210,36.828195,-1.2587114,36.8349398,Rider_Id_310,3724
Order_No_2147,User_Id_1148,Bike,3,Business,18,4,11:24:45 AM,18,4,11:33:21 AM,18,4,11:44:49 AM,18,4,12:11:17 PM,18,4,12:24:08 PM,3,25.7,,-1.3100586,36.8500329,-1.3118180,36.8638544,Rider_Id_69,771
Order_No_15079,User_Id_393,Bike,3,Business,25,6,11:13:40 AM,25,6,11:13:52 AM,25,6,11:13:59 AM,25,6,11:26:58 AM,25,6,12:00:35 PM,14,,,-1.3228003,36.8306435,-1.2991441,36.7528804,Rider_Id_349,2017
Order_No_4505,User_Id_1809,Bike,3,Business,6,3,1:23:13 PM,6,3,1:23:36 PM,6,3,1:45:21 PM,6,3,1:55:06 PM,6,3,2:24:14 PM,17,,,-1.2156006,36.8916865,-1.2571472,36.7950633,Rider_Id_75,1748
Order_No_22002,User_Id_2727,Bike,3,Personal,14,4,11:28:59 AM,14,4,11:34:34 AM,14,4,11:50:46 AM,14,4,11:53:31 AM,14,4,12:14:06 PM,7,23.8,,-1.2925556,36.7903149,-1.2632247,36.777536,Rider_Id_428,1235
Order_No_27502,User_Id_3355,Bike,3,Business,7,5,4:48:03 PM,7,5,4:53:07 PM,7,5,5:44:18 PM,7,5,5:50:43 PM,7,5,6:04:07 PM,4,23,,-1.2908940,36.822971,-1.3052491,36.8223899,Rider_Id_267,804
Order_No_436,User_Id_136,Bike,3,Business,13,4,1:20:35 PM,13,4,1:24:24 PM,13,4,1:55:28 PM,13,4,1:57:02 PM,13,4,2:26:51 PM,16,23,,-1.3254522,36.7216584,-1.3233496,36.8139159,Rider_Id_572,1789
Order_No_25563,User_Id_1307,Bike,3,Business,29,5,8:45:26 AM,29,5,8:48:03 AM,29,5,9:01:58 AM,29,5,9:17:51 AM,29,5,9:52:22 AM,14,,,-1.2844665,36.7866113,-1.2296416,36.8422602,Rider_Id_247,2071
Order_No_27053,User_Id_111,Bike,3,Business,17,3,10:21:35 AM,17,3,10:22:06 AM,17,3,10:22:51 AM,17,3,10:31:36 AM,17,3,11:00:58 AM,6,,,-1.2551895,36.7822034,-1.2793804,36.7924183,Rider_Id_708,1762
Order_No_7434,User_Id_970,Bike,3,Business,28,4,9:43:28 AM,28,4,9:43:47 AM,28,4,9:44:02 AM,28,4,9:49:11 AM,28,4,9:56:41 AM,6,22.4,,-1.2551895,36.7822034,-1.2665330,36.7658382,Rider_Id_801,450
Order_No_13557,User_Id_1527,Bike,3,Business,29,3,10:15:43 AM,29,3,10:15:56 AM,29,3,10:26:48 AM,29,3,10:31:32 AM,29,3,11:02:36 AM,6,18,,-1.3004062,36.829741,-1.3267168,36.8050359,Rider_Id_255,1864
Order_No_18852,User_Id_1231,Bike,3,Business,14,2,1:52:16 PM,14,2,1:52:52 PM,14,2,1:58:28 PM,14,2,2:01:05 PM,14,2,2:23:16 PM,8,24,,-1.2821422,36.8161565,-1.3014461,36.7661381,Rider_Id_726,1331
Order_No_15189,User_Id_1469,Bike,3,Business,30,2,1:09:40 PM,30,2,1:13:18 PM,30,2,2:00:05 PM,30,2,2:03:03 PM,30,2,3:00:32 PM,12,,,-1.2551895,36.7822034,-1.3127877,36.8481987,Rider_Id_938,3449
Order_No_26002,User_Id_892,Bike,2,Personal,26,3,4:06:45 PM,26,3,4:10:56 PM,26,3,4:23:07 PM,26,3,4:28:29 PM,26,3,4:33:34 PM,2,27.2,,-1.3067350,36.8256226,-1.3124750,36.8225778,Rider_Id_85,305
Order_No_17517,User_Id_640,Bike,3,Business,21,4,9:06:29 AM,21,4,9:51:34 AM,21,4,9:59:51 AM,21,4,10:32:07 AM,21,4,11:44:53 AM,23,21.7,,-1.3724413,36.9284922,-1.3040330,36.7848695,Rider_Id_478,4366
Order_No_15319,User_Id_3398,Bike,3,Business,2,2,2:53:26 PM,2,2,2:53:35 PM,2,2,3:01:09 PM,2,2,3:23:12 PM,2,2,4:21:56 PM,26,26.4,,-1.2297202,36.8819507,-1.3169591,36.7000029,Rider_Id_449,3524
Order_No_16173,User_Id_393,Bike,3,Business,2,2,8:43:09 AM,2,2,8:43:42 AM,2,2,8:49:36 AM,2,2,9:01:18 AM,2,2,9:11:11 AM,4,20.6,,-1.3167113,36.8301563,-1.3004062,36.829741,Rider_Id_263,593
Order_No_10352,User_Id_2454,Bike,3,Business,21,1,1:43:31 PM,21,1,1:43:48 PM,21,1,1:50:26 PM,21,1,1:54:54 PM,21,1,2:12:44 PM,7,27.6,,-1.2670714,36.8010274,-1.2993231,36.7753372,Rider_Id_531,1070
Order_No_17715,User_Id_2216,Bike,3,Business,8,1,10:36:58 AM,8,1,10:37:26 AM,8,1,10:38:38 AM,8,1,11:17:30 AM,8,1,11:19:38 AM,4,28.1,,-1.2551895,36.7822034,-1.2519787,36.7806491,Rider_Id_507,128
Order_No_17152,User_Id_265,Bike,3,Business,15,4,10:35:18 AM,15,4,10:48:03 AM,15,4,11:03:14 AM,15,4,11:34:30 AM,15,4,11:53:46 AM,5,24.4,,-1.3009210,36.828195,-1.2824367,36.8353831,Rider_Id_607,1156
Order_No_18941,User_Id_1075,Bike,3,Business,4,1,1:15:44 PM,4,1,1:16:43 PM,4,1,1:20:21 PM,4,1,1:22:33 PM,4,1,1:39:49 PM,3,25.5,,-1.2527958,36.8003131,-1.2551895,36.7822034,Rider_Id_377,1036
Order_No_13570,User_Id_2509,Bike,3,Business,1,4,11:06:47 AM,1,4,11:07:48 AM,1,4,11:07:55 AM,1,4,11:16:34 AM,1,4,11:36:23 AM,6,,,-1.2571472,36.7950633,-1.2925919,36.8170577,Rider_Id_731,1189
